WIC_Job_Location_Snapshot_ID,Job_Title,Original_Job_Title,NOC21_Code,NOC21_Code_Name,First_Posting_Date,Month,Vacancy_Count,Province_Territory,City,Economic_Region,Employment_Type,Employment_Term,Education_LOS,Experience_Level,Salary_Condition_Detail,Salary_Per,Salary_Minimum,Salary_Maximum,Estimated_Annual_Min,Estimated_Annual_Max,Estimated_Annual_Mid,Salary_Valid,NOC21_Code_Clean,Digital Literacy,Numeracy,Problem Solving,Systems Analysis,Critical Thinking,Decision Making,Reading Comprehension,Writing,Troubleshooting,Time Management
15693882,data analyst - informatics and systems,Not specified,21223.0,Database analysts and data administrators,2026-07-07,2026-07,1,Québec,Stoneham-et-Tewkesbury,Capitale-Nationale Region,Full time,Permanent employment,Bachelor's degree,No experience,$40.00 hourly,Hour,40.0,40.0,83200.0,83200.0,83200.0,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15734247,Geoscience Data Analyst,Not specified,,Not specified,2026-07-22,2026-07,1,Ontario,Ottawa,Ottawa Region,Full time,Permanent employment,Not specified,Not specified,"$101,672.00 annually",Year,101672.0,101672.0,101672.0,101672.0,101672.0,True,,,,,,,,,,,
15742413,data analyst - informatics and systems,Procurement Data Analyst,21223.0,Database analysts and data administrators,2026-07-25,2026-07,1,Ontario,Sudbury,Northeast Region,Not specified,Term or contract,Not specified,Not specified,$42.31 hourly,Hour,42.31,42.31,88004.8,88004.8,88004.8,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15697347,data analyst - informatics and systems,Spécialiste en informatique ? Analyste stratégique en données IMT,21223.0,Database analysts and data administrators,2026-07-08,2026-07,1,Québec,Longueuil,Montérégie Region,Full time,Permanent employment,Not specified,Not specified,"$80,000.00 to $85,000.00 annually",Year,80000.0,85000.0,80000.0,85000.0,82500.0,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15730915,data scientist,Not specified,21211.0,Data scientists,2026-07-21,2026-07,1,Saskatchewan,Saskatoon,Saskatoon–Biggar Region,Full time,Permanent employment,Bachelor's degree,3 years to less than 5 years,"$69,880.00 to $94,544.00 annually (to be negotiated)",Year,69880.0,94544.0,69880.0,94544.0,82212.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15728783,data scientist,Not specified,21211.0,Data scientists,2026-07-20,2026-07,1,Saskatchewan,Saskatoon,Saskatoon–Biggar Region,Full time,Not specified,Not specified,Not specified,"Salary Range is $69,880 to $94,544.",Year,69880.0,94544.0,69880.0,94544.0,82212.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15741682,data analyst - informatics and systems,Junior Data Analyst (Research &amp; Statistical Officer 1),21223.0,Database analysts and data administrators,2026-07-25,2026-07,1,Nova Scotia,Halifax,Halifax Region,Full time,Permanent employment,Not specified,Not specified,$25.00 to $61.03 hourly,Hour,25.0,61.03,52000.0,126942.4,89471.2,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15746387,data scientist,Not specified,21211.0,Data scientists,2026-07-28,2026-07,1,Québec,Laval,Laval Region,Full time,Permanent employment,Master's degree,3 years to less than 5 years,$41.91 to $49.10 hourly (to be negotiated),Hour,41.91,49.1,87172.79999999999,102128.0,94650.4,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15704200,data scientist,"Data Scientist, Marketing Analytics",21211.0,Data scientists,2026-07-10,2026-07,1,Québec,Montréal,Montréal Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15710466,data analyst - informatics and systems,Not specified,21223.0,Database analysts and data administrators,2026-07-13,2026-07,1,Québec,Montréal,Montréal Region,Full time,Permanent employment,Not specified,Not specified,"$65,000.00 annually",Year,65000.0,65000.0,65000.0,65000.0,65000.0,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15699869,data analytics specialist,Data Specialist,21211.0,Data scientists,2026-07-08,2026-07,1,Ontario,Thunder Bay,Northwest Region,Full time,Not specified,Not specified,Not specified,"$63,408.00 to $70,453.00 annually",Year,63408.0,70453.0,63408.0,70453.0,66930.5,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15751631,data analyst - informatics and systems,Senior Data Analyst,21223.0,Database analysts and data administrators,2026-07-30,2026-07,1,Prince Edward Island,Charlottetown,Prince Edward Island,Full time,Permanent employment,Not specified,Not specified,$25.00 to $61.03 hourly,Hour,25.0,61.03,52000.0,126942.4,89471.2,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15752280,data analytics specialist,Not specified,21211.0,Data scientists,2026-07-30,2026-07,1,Québec,Mirabel,Laurentides Region,Full time,Permanent employment,Bachelor's degree,7 months to less than 1 year,"$79,000.00 to $82,000.00 annually (to be negotiated)",Year,79000.0,82000.0,79000.0,82000.0,80500.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15700978,data scientist,Senior Data Scientist I,21211.0,Data scientists,2026-07-09,2026-07,1,Québec,Montréal,Montréal Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15715598,business intelligence specialist,Spécialiste Domaine BI (Intelligence d?affaires) ? Intermédiaire,21221.0,Business systems specialists,2026-07-14,2026-07,1,Québec,Montréal,Montréal Region,Full time,Permanent employment,Not specified,Not specified,"$75,000.00 annually",Year,75000.0,75000.0,75000.0,75000.0,75000.0,True,21221,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0
15725487,data scientist,Senior Data Scientist II,21211.0,Data scientists,2026-07-18,2026-07,1,Québec,Montréal,Montréal Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15749186,business intelligence specialist,Not specified,21221.0,Business systems specialists,2026-07-29,2026-07,1,Québec,Montréal,Montréal Region,Full time,Permanent employment,Bachelor's degree,2 years to less than 3 years,$36.00 hourly,Hour,36.0,36.0,74880.0,74880.0,74880.0,True,21221,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0
15714556,big data analyst,Data Analyst,21211.0,Data scientists,2026-07-14,2026-07,1,British Columbia,Burnaby,Lower Mainland–Southwest Region,Full time,Not specified,Not specified,Not specified,"$60,000.00 to $70,000.00 annually",Year,60000.0,70000.0,60000.0,70000.0,65000.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15725527,data analyst - informatics and systems,Data Analyst Co-op (Master&amp;apos;s Student),21223.0,Database analysts and data administrators,2026-07-18,2026-07,1,Nova Scotia,Halifax,Halifax Region,Full time,Seasonal employment,Not specified,Not specified,$25.00 to $61.03 hourly,Hour,25.0,61.03,52000.0,126942.4,89471.2,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15725582,data analyst - informatics and systems,Data Analyst (Co-op Student),21223.0,Database analysts and data administrators,2026-07-18,2026-07,1,Nova Scotia,Halifax,Halifax Region,Full time,Permanent employment,Not specified,Not specified,$19.03 to $25.52 hourly,Hour,19.03,25.52,39582.4,53081.6,46332.0,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15753327,"Data Analyst, Senior Data Analyst and Data Advisor - Inventory",Not specified,,Not specified,2026-07-30,2026-07,1,Ontario,Ottawa,Ottawa Region,Full time,Permanent employment,Not specified,Not specified,"$83,862.00 annually",Year,83862.0,83862.0,83862.0,83862.0,83862.0,True,,,,,,,,,,,
15721008,data quality analyst,Coordinateur de la qualité,21223.0,Database analysts and data administrators,2026-07-16,2026-07,1,Québec,Val-d'Or,Abitibi-Témiscamingue Region,Full time,Permanent employment,Not specified,Not specified,$33.79 hourly,Hour,33.79,33.79,70283.2,70283.2,70283.2,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
